subject,roi,condition,period,drift_0,drift_1,diffusion,x_mean,x_std,stationarity,n_points
2,2,sham,stimulation,-0.04556665348563212,-0.002929506874973343,0.1603282734023633,0.055112317,0.83763427,0.070450135,300
2,2,sham,recovery,-0.04585698782447699,-5.928038522840944e-05,0.08399875445808111,-0.010603176,1.1108192,0.01907752,300
2,3,active,baseline,-0.031219495181486753,3.8007491909362667e-05,0.0767632927573107,-0.041547,1.0746926,0.12617661,300
2,3,active,stimulation,-0.05471402834377601,-0.0248660277597175,0.1760782637308318,0.013653951,0.95836735,0.07131909,300
2,3,active,recovery,-0.0314798113477519,0.05528031918488994,0.12594210858930438,0.027969023,0.96118253,0.18463123,300
2,3,sham,baseline,-0.028789042889598142,0.005786729284498604,0.37941562452915856,0.02568544,0.77976656,0.09778539,300
2,3,sham,stimulation,-0.030069178111524694,0.017106105006579952,0.19795702201524393,0.011532919,0.99417186,0.040175382,300
2,3,sham,recovery,-0.036470175917900624,0.011599648349144297,0.08866995000069752,-0.03719537,1.1838121,0.10001138,300
2,4,active,baseline,-0.02208622106667969,-0.008113821810275059,0.050296061286709964,0.0018320815,1.2056341,0.10192389,300
2,4,active,stimulation,-0.017980388255169254,-0.007942952592047197,0.09505451323586055,-0.043755475,0.98677164,0.16468923,300
2,4,active,recovery,-0.03962285341404291,-0.026721107831474272,0.18093941657526774,0.04204094,0.7543502,0.19009306,300
2,4,sham,baseline,-0.017730829776595486,0.013713698409492433,0.08488625061717645,0.01721879,1.0202214,0.059768002,300
2,4,sham,stimulation,-0.022893531302894756,-0.009676330788097877,0.052275286484538885,-0.012680685,1.1004395,0.0038512333,300
2,4,sham,recovery,-0.06414854244493065,0.007610342640605775,0.14828987563047108,-0.0042358064,0.86469877,0.017157262,300
